participant_id,age,gender,education,education_numeric,technical_field,employment,crt_score,need_for_cognition,working_memory,big5_extraversion,big5_agreeableness,big5_conscientiousness,big5_neuroticism,big5_openness,impulsivity_total,sensation_seeking,trust_propensity,risk_taking,state_anxiety,current_stress,fatigue_level,phishing_self_efficacy,perceived_risk,security_attitudes,privacy_concern,phishing_knowledge,technical_expertise,prior_victimization,security_training,years_email_use,daily_email_volume,email_volume_numeric,email_check_frequency,link_click_tendency,social_media_usage,overall_accuracy,phishing_detection_rate,false_positive_rate,phishing_click_rate,report_rate,mean_response_latency,mean_dwell_time,response_latency_sd
P0089,51,Female,High school,1,0,Employed full-time,1,44,6,3.5,4.08,2.53,2.9,3.87,2.01,3.73,4.12,4.07,3.01,3.32,3.03,2.84,2.91,3.88,3.01,2,4,2,1,39,11-25,2,Few times/day,2.26,1.1,0.46,0.535,0.185,0.358,0.438,3708,5266,1584
P0090,34,Male,Master,4,0,Employed part-time,5,72,9,3.74,3.75,3.07,2.85,4.91,2.98,3.14,3.69,3.27,2.3,2.14,4.86,4.17,1.91,3.49,3.38,6,3,3,1,23,100+,5,Few times/day,2.57,3.8,0.775,0.803,0.04,0.083,0.188,2813,3511,1561
P0091,37,Female,Bachelor,3,1,Employed full-time,6,66,11,3.43,3.21,2.61,3.2,3.79,2.67,3.67,2.89,3.2,2.63,1.97,4.17,3.24,3.23,3.76,2.95,6,6,0,0,26,11-25,2,Constantly,2.9,0.2,0.612,0.607,0.243,0.257,0.324,2693,3975,1305
P0092,32,Female,Bachelor,3,1,Employed full-time,3,49,7,3.56,3.27,3.6,3.15,3.38,2.84,3.01,3.07,2.77,3.03,3.2,2.21,4.71,2.52,3.87,3.76,5,5,2,0,20,51-100,4,Few times/day,3.69,3.3,0.466,0.569,0.319,0.227,0.173,2939,4274,1413
P0093,38,Female,Master,4,1,Employed full-time,4,68,9,3.23,2.52,3.34,2.51,3.67,3.06,3.43,3.16,2.89,2.03,1.63,3.94,3.28,3.0,4.15,2.55,5,5,4,1,22,11-25,2,Constantly,2.77,0.4,0.751,0.763,0.15,0.132,0.244,3040,3843,1113
P0094,38,Male,Bachelor,3,0,Employed full-time,2,55,5,3.36,3.14,3.31,1.46,3.57,2.03,3.21,3.09,2.8,1.3,1.91,3.94,3.76,3.05,3.52,3.47,8,3,0,0,26,11-25,2,Few times/day,2.48,2.3,0.716,0.725,0.02,0.166,0.242,3576,4323,1549
P0095,46,Female,Master,4,1,Employed full-time,6,62,10,3.62,3.75,3.62,2.22,4.94,2.05,3.57,3.9,3.02,2.48,2.27,4.71,4.35,3.88,2.82,4.09,6,6,0,0,33,11-25,2,Once daily,1.42,2.2,0.654,0.757,0.119,0.14,0.263,4331,5267,1162
P0096,49,Female,High school,1,0,Self-employed,0,45,3,2.86,3.57,3.49,2.88,3.46,2.84,3.2,3.48,2.57,2.91,2.6,4.2,3.71,2.8,2.58,3.46,2,1,3,1,34,11-25,2,Constantly,4.65,4.8,0.343,0.329,0.136,0.452,0.133,2517,3282,1023
P0097,48,Female,Bachelor,3,0,Employed full-time,6,59,9,2.61,2.35,3.83,3.24,2.64,2.24,2.42,2.82,2.4,2.41,1.0,4.29,2.86,3.76,4.31,2.87,5,3,1,0,38,0-10,1,Few times/day,2.46,0.8,0.826,0.8,0.127,0.058,0.504,3912,5274,1620
P0098,26,Male,Master,4,0,Employed part-time,3,50,11,3.82,2.48,3.47,3.01,3.98,2.99,3.97,2.88,3.08,2.29,2.79,2.97,3.59,1.92,3.21,2.03,6,3,2,0,14,11-25,2,Constantly,1.0,0.2,0.686,0.64,0.11,0.211,0.168,3588,4423,1075
P0099,35,Female,Some college,2,1,Employed full-time,1,53,9,2.9,3.14,4.15,2.24,3.1,1.8,3.45,4.37,3.11,1.72,1.95,3.25,4.95,3.92,3.19,2.69,5,5,1,1,20,51-100,4,Once daily,2.95,4.0,0.498,0.505,0.02,0.4,0.417,3208,3970,1206
P0100,32,Female,Bachelor,3,0,Self-employed,3,43,6,4.13,3.85,4.27,1.54,3.94,2.36,3.25,2.93,3.07,2.31,2.26,3.2,3.54,4.24,3.87,3.79,5,3,4,1,26,0-10,1,Constantly,3.02,0.8,0.629,0.632,0.103,0.27,0.243,3741,5023,1935
P0101,38,Male,Some college,2,0,Employed full-time,0,44,7,3.47,3.6,2.68,2.63,3.96,2.66,3.21,2.79,2.61,3.37,2.73,1.58,2.78,3.02,3.5,3.2,5,3,3,0,27,100+,5,Few times/day,2.59,0.5,0.529,0.547,0.302,0.296,0.286,3479,5061,1381
P0102,57,Male,Doctorate,5,0,Employed full-time,4,76,8,2.75,3.65,2.82,2.59,3.44,2.82,2.7,3.17,2.56,2.87,2.5,5.04,3.36,2.55,3.24,2.82,3,4,3,1,40,0-10,1,Once daily,2.26,1.3,0.504,0.475,0.266,0.341,0.311,3579,4783,1610
P0103,30,Female,High school,1,1,Employed full-time,1,64,8,2.75,3.32,2.63,3.4,3.79,3.31,3.18,3.72,3.11,2.72,2.29,2.16,3.15,2.34,3.85,3.58,6,4,1,1,21,26-50,3,Hourly,3.82,0.3,0.44,0.478,0.084,0.396,0.232,2178,2822,1287
P0104,32,Male,Bachelor,3,0,Employed part-time,2,54,7,4.78,3.58,3.51,2.44,4.43,2.55,4.56,2.21,2.68,2.7,2.01,3.82,2.18,3.18,2.74,1.96,4,3,1,1,19,51-100,4,Hourly,3.13,0.7,0.532,0.511,0.176,0.346,0.136,3185,4253,1158
P0105,38,Non-binary,Some college,2,0,Retired,5,57,6,2.51,3.44,3.18,1.81,4.2,2.75,2.2,2.38,2.62,1.67,1.81,3.1,3.53,4.17,2.52,3.28,3,3,3,1,28,100+,5,Few times/week,3.06,1.0,0.765,0.81,0.072,0.088,0.142,3675,3787,1720
P0106,35,Female,Bachelor,3,0,Student,4,51,9,2.75,3.98,3.1,3.75,4.97,2.31,2.64,3.24,1.97,3.1,2.81,3.21,3.8,2.86,4.41,2.67,8,6,1,0,17,0-10,1,Constantly,2.21,0.6,0.737,0.765,0.299,0.143,0.566,3775,4776,1453
P0107,32,Female,Some college,2,0,Student,2,46,6,2.75,4.58,2.99,2.87,3.46,2.54,2.84,4.55,2.45,2.0,1.97,4.31,4.17,4.09,2.92,2.63,4,3,3,1,23,26-50,3,Hourly,2.7,1.2,0.504,0.546,0.02,0.269,0.266,1942,2158,948
P0108,42,Male,Some college,2,1,Unemployed,3,44,8,2.15,3.16,2.5,3.35,1.61,3.02,2.2,3.07,1.0,2.68,3.07,2.56,4.27,2.28,2.38,2.92,4,3,2,0,30,0-10,1,Few times/day,2.7,1.0,0.618,0.602,0.143,0.251,0.106,3595,4379,1425
P0109,40,Male,Bachelor,3,0,Employed full-time,6,76,14,3.51,4.62,3.65,2.44,4.74,2.04,3.08,3.2,3.19,2.88,2.08,4.05,4.31,2.92,3.53,5.0,6,3,0,1,30,11-25,2,Once daily,2.35,3.0,0.731,0.729,0.149,0.217,0.332,5053,5875,2448
P0110,31,Female,Master,4,1,Employed full-time,6,54,10,1.86,2.29,2.18,3.53,3.49,3.53,2.67,3.03,2.09,3.22,2.08,4.06,4.07,3.17,3.6,3.92,5,4,2,0,19,26-50,3,Few times/day,3.54,5.0,0.497,0.558,0.276,0.333,0.094,3803,4414,1939
P0111,23,Male,Some college,2,0,Employed full-time,5,50,9,3.24,3.21,2.96,4.08,3.07,2.79,2.57,3.78,2.37,3.34,3.21,2.57,5.0,3.37,3.22,2.8,4,4,1,0,16,11-25,2,Few times/day,2.75,0.2,0.501,0.508,0.222,0.385,0.207,4711,5428,1807
P0112,54,Female,High school,1,1,Student,2,43,6,2.19,1.66,3.25,3.95,2.85,2.54,2.28,2.16,2.37,3.21,3.91,4.59,3.34,2.93,3.2,4.33,4,4,2,0,40,11-25,2,Few times/day,1.9,3.5,0.455,0.407,0.359,0.421,0.401,2958,4877,1432
P0113,32,Male,Master,4,0,Employed part-time,4,78,9,2.87,4.29,3.53,2.85,3.19,2.79,3.48,3.74,2.02,2.17,1.55,5.14,3.57,4.2,2.92,2.68,6,4,2,1,12,0-10,1,Hourly,3.32,5.4,0.611,0.655,0.02,0.181,0.1,2625,3390,689
P0114,63,Male,Bachelor,3,0,Employed part-time,2,38,9,1.01,1.67,2.2,4.24,2.86,2.95,1.92,2.49,2.0,3.2,2.8,5.93,4.81,4.21,3.98,4.83,7,3,0,0,40,0-10,1,Hourly,4.45,2.3,0.635,0.666,0.296,0.184,0.302,3464,5129,1421
P0115,58,Male,Master,4,0,Employed full-time,6,40,10,3.13,3.17,3.65,2.97,2.73,2.07,2.62,3.31,2.95,2.96,3.09,3.19,3.4,3.06,2.52,2.77,4,2,1,1,40,0-10,1,Few times/day,2.12,10.0,0.663,0.679,0.249,0.243,0.311,4565,6455,2303
P0116,47,Female,High school,1,0,Employed full-time,5,64,12,3.71,2.98,3.75,2.25,4.51,2.41,3.62,2.79,3.28,2.15,2.41,3.73,3.69,2.78,3.56,3.32,4,3,3,1,37,51-100,4,Once daily,2.17,0.8,0.748,0.697,0.192,0.216,0.388,4691,6582,2769
P0117,28,Non-binary,Bachelor,3,0,Self-employed,7,64,9,2.6,2.95,2.58,2.85,3.61,3.34,3.43,3.24,2.74,2.43,2.68,3.8,3.99,2.72,3.59,4.77,5,1,3,0,18,0-10,1,Constantly,3.0,3.5,0.642,0.693,0.076,0.168,0.137,3788,5233,1132
P0118,31,Male,Some college,2,1,Student,4,50,8,2.72,3.01,3.23,3.63,3.38,2.81,2.83,3.35,2.69,2.63,2.6,4.3,4.76,4.03,3.88,3.42,8,4,1,0,17,26-50,3,Few times/day,3.47,2.2,0.584,0.654,0.153,0.229,0.269,3020,4870,935
P0119,40,Male,Some college,2,0,Self-employed,4,54,8,2.94,3.36,3.48,2.25,3.45,1.76,2.67,3.45,2.58,2.13,1.0,5.6,3.78,2.67,3.53,4.51,5,4,0,1,28,51-100,4,Few times/day,3.0,0.8,0.788,0.784,0.067,0.227,0.602,3717,5070,1330
P0120,31,Male,Bachelor,3,1,Employed full-time,6,60,11,3.21,2.96,2.86,3.26,2.99,3.08,3.19,2.3,3.29,2.32,2.56,4.08,3.46,2.03,2.79,3.18,6,4,3,0,16,26-50,3,Hourly,2.69,2.4,0.728,0.699,0.157,0.248,0.081,3383,3494,1397
P0121,37,Female,Bachelor,3,1,Employed full-time,4,65,10,2.89,2.9,3.96,2.78,4.97,2.04,3.81,2.35,3.79,2.51,2.52,4.12,3.78,2.15,3.19,3.13,3,4,1,0,29,26-50,3,Hourly,2.13,1.4,0.753,0.721,0.182,0.255,0.316,3713,4729,1292
P0122,22,Male,Master,4,0,Unemployed,6,73,11,2.42,2.54,2.27,3.2,2.95,3.47,3.19,2.51,2.59,2.52,3.1,2.19,4.18,3.73,3.3,2.93,5,2,4,0,11,26-50,3,Constantly,4.43,0.4,0.653,0.635,0.237,0.208,0.168,3532,4037,1665
P0123,53,Female,Some college,2,1,Employed full-time,1,39,4,3.39,3.67,3.11,2.97,3.85,2.52,3.21,3.39,3.07,1.86,1.77,5.96,3.7,2.11,2.25,4.19,6,2,2,0,40,26-50,3,Constantly,3.65,0.4,0.51,0.512,0.02,0.409,0.147,2596,2829,979
P0124,45,Female,Bachelor,3,1,Employed full-time,5,55,9,3.02,3.04,3.83,2.32,4.17,2.62,3.44,3.25,2.67,3.57,3.39,2.93,3.76,2.88,3.83,2.93,8,3,2,0,34,11-25,2,Constantly,4.06,2.5,0.706,0.682,0.285,0.201,0.22,3639,4966,1248
P0125,36,Female,Bachelor,3,0,Employed full-time,2,46,9,4.21,4.52,3.74,2.7,4.01,2.18,3.97,3.2,3.65,1.95,1.98,1.0,3.04,3.28,3.04,4.73,7,4,3,1,21,100+,5,Few times/day,3.18,2.5,0.61,0.635,0.102,0.319,0.383,3259,3259,1031
P0126,65,Male,Doctorate,5,1,Employed full-time,3,69,10,2.89,2.43,3.68,1.54,3.08,1.85,2.91,2.89,2.96,1.89,1.52,1.0,4.92,1.85,3.51,2.54,5,4,1,0,40,100+,5,Once daily,2.44,1.5,0.706,0.745,0.182,0.193,0.396,3261,4292,1318
P0127,32,Non-binary,Some college,2,0,Employed full-time,6,49,11,5.0,3.07,3.03,3.28,4.19,2.07,4.57,3.42,3.76,2.74,2.06,3.89,3.68,3.35,3.55,3.17,4,3,0,1,25,26-50,3,Hourly,2.98,1.4,0.728,0.791,0.181,0.171,0.358,4591,4833,2005
P0128,65,Male,Some college,2,0,Retired,2,71,9,2.36,3.4,4.01,3.15,2.94,2.08,2.92,3.45,2.91,2.4,3.02,1.97,3.64,2.94,2.82,4.09,5,5,0,0,40,11-25,2,Few times/week,3.98,0.4,0.468,0.452,0.154,0.411,0.508,2531,3223,1196
P0129,24,Male,Some college,2,1,Employed part-time,5,51,7,3.12,3.94,5.0,2.36,3.34,1.78,3.92,3.2,3.25,2.27,1.47,3.56,4.5,1.67,2.58,2.97,7,5,0,0,12,11-25,2,Once daily,2.91,1.1,0.762,0.711,0.133,0.207,0.301,3301,4675,1218
P0130,22,Female,Bachelor,3,0,Employed full-time,0,41,5,2.66,4.38,3.8,3.5,1.75,2.52,2.79,3.43,2.62,2.41,2.87,1.71,2.61,3.36,3.12,3.72,3,3,1,0,12,26-50,3,Few times/week,1.65,4.1,0.511,0.577,0.11,0.32,0.256,2588,3110,1133
P0131,53,Female,Some college,2,0,Employed full-time,4,57,8,2.58,2.69,2.64,3.1,3.61,3.11,1.91,2.32,1.76,2.99,2.01,3.87,3.7,3.52,2.71,2.58,5,3,0,1,39,51-100,4,Once daily,3.77,3.9,0.671,0.625,0.275,0.222,0.16,4277,4801,2249
P0132,33,Male,Master,4,0,Student,3,46,8,1.94,4.4,3.93,2.23,1.95,2.59,1.94,4.32,2.2,2.25,2.06,4.18,4.73,3.35,4.08,3.43,4,5,2,0,23,26-50,3,Few times/day,4.14,2.2,0.446,0.421,0.023,0.4,0.287,3693,4612,1840
P0133,41,Male,Some college,2,1,Student,6,54,7,2.8,4.45,3.6,2.24,3.63,2.3,2.15,3.81,2.06,2.62,1.25,3.71,4.0,3.6,4.4,3.67,5,6,0,0,29,26-50,3,Few times/day,3.74,10.0,0.636,0.593,0.02,0.316,0.504,3481,4848,1276
P0134,49,Female,Master,4,1,Employed full-time,6,67,10,3.83,4.27,4.12,2.35,3.59,2.11,2.99,2.86,3.34,3.03,2.75,2.66,4.27,3.41,4.15,4.59,8,6,1,0,35,26-50,3,Few times/day,1.64,4.5,0.785,0.758,0.233,0.173,0.535,3911,5262,1777
P0135,57,Male,High school,1,0,Employed part-time,0,39,6,2.38,3.02,3.8,3.68,2.67,2.92,2.33,3.52,1.95,2.75,2.52,4.55,3.77,3.78,3.68,3.28,5,3,3,0,37,0-10,1,Constantly,3.28,0.3,0.482,0.592,0.181,0.272,0.353,2586,3334,996
P0136,31,Female,Bachelor,3,1,Employed full-time,2,41,4,2.13,3.99,3.51,2.37,3.35,2.44,3.07,3.69,2.83,2.7,2.55,3.02,4.72,2.44,3.38,3.43,7,3,2,0,19,51-100,4,Hourly,3.61,1.0,0.517,0.533,0.102,0.336,0.351,2017,2368,736
P0137,41,Female,Master,4,1,Self-employed,7,63,12,3.59,3.65,3.04,1.0,4.26,1.92,3.21,3.77,2.85,2.48,1.66,3.27,4.3,2.08,2.94,3.8,7,6,2,0,29,11-25,2,Constantly,2.75,0.3,0.805,0.798,0.176,0.087,0.251,4112,5094,1338
P0138,39,Male,Some college,2,0,Student,2,56,7,2.45,3.81,3.63,2.18,3.74,2.07,3.56,3.11,3.11,2.18,2.37,2.89,5.0,2.27,3.78,3.17,5,4,0,0,31,26-50,3,Few times/day,2.9,1.3,0.602,0.552,0.122,0.356,0.455,3310,4645,1793
P0139,22,Male,Doctorate,5,0,Employed full-time,4,54,8,1.32,4.06,2.67,2.29,3.78,1.93,2.15,3.27,2.1,2.62,2.15,3.18,3.84,2.55,4.2,3.97,3,3,1,1,11,0-10,1,Few times/day,3.01,3.0,0.699,0.748,0.155,0.093,0.395,4090,5234,1405
P0140,43,Male,Bachelor,3,1,Student,1,41,6,3.29,4.06,2.69,3.89,3.61,2.7,2.98,3.1,2.42,2.75,3.12,5.75,3.66,4.82,3.43,5.0,4,4,1,0,29,0-10,1,Once daily,2.26,0.3,0.596,0.65,0.234,0.244,0.354,1806,2413,699
P0141,48,Female,Master,4,1,Employed full-time,2,60,9,3.46,3.41,2.66,3.67,4.03,2.4,2.7,4.06,3.26,3.47,3.08,3.49,5.0,2.56,3.38,3.4,7,3,1,1,31,0-10,1,Hourly,3.29,4.2,0.434,0.445,0.241,0.419,0.394,2853,3554,706
P0142,45,Female,Bachelor,3,1,Student,1,42,6,3.91,4.22,4.93,2.87,2.86,1.98,3.83,3.3,2.89,2.29,2.4,1.98,3.82,2.78,2.88,4.25,5,5,1,0,36,100+,5,Constantly,1.95,1.7,0.616,0.589,0.171,0.291,0.338,2188,2473,1067
P0143,43,Male,Some college,2,0,Retired,4,43,8,3.39,2.71,3.01,2.74,4.22,3.09,4.14,2.47,3.72,2.83,1.81,2.35,3.32,3.01,3.33,3.71,5,3,0,0,31,26-50,3,Once daily,2.75,2.8,0.587,0.647,0.319,0.228,0.186,3395,5433,1349
P0144,48,Female,Some college,2,0,Student,0,39,5,2.7,2.72,2.15,2.78,4.51,2.69,3.13,2.6,1.96,2.98,2.13,3.17,2.69,2.91,2.44,3.94,2,3,1,1,35,11-25,2,Constantly,2.31,0.1,0.396,0.425,0.336,0.446,0.13,2381,3375,1178
P0145,49,Prefer not to say,Some college,2,0,Unemployed,5,57,7,2.58,5.0,3.21,2.34,3.95,2.15,2.24,3.71,2.22,1.73,1.55,2.55,3.95,4.65,3.39,4.12,5,4,2,1,35,51-100,4,Few times/day,3.41,0.2,0.703,0.665,0.03,0.207,0.353,4454,5975,1907
P0146,30,Male,High school,1,0,Employed full-time,4,52,5,1.87,3.21,2.27,3.07,3.63,3.38,2.53,3.74,3.16,2.3,3.2,4.64,3.33,1.82,3.5,3.91,7,4,3,1,22,26-50,3,Once daily,3.69,1.9,0.617,0.606,0.03,0.343,0.215,2113,2694,867
P0147,62,Female,High school,1,0,Retired,4,35,10,1.82,2.68,3.7,1.83,3.06,1.99,2.55,2.97,2.26,1.74,2.33,1.8,3.12,4.95,3.87,4.32,5,2,1,1,40,26-50,3,Hourly,2.97,3.6,0.772,0.768,0.055,0.154,0.423,4495,6802,2100
P0148,52,Male,High school,1,1,Employed full-time,6,62,8,3.32,4.22,3.3,3.84,4.61,2.86,3.13,4.03,2.95,3.48,2.83,3.36,3.69,3.32,3.77,3.5,6,5,1,1,38,26-50,3,Few times/day,3.31,4.1,0.56,0.613,0.299,0.261,0.445,3507,4140,1399
P0149,34,Male,Bachelor,3,0,Unemployed,6,66,10,1.67,3.3,3.39,2.71,3.26,2.75,3.62,3.24,3.69,1.89,1.82,4.71,3.56,3.97,2.3,3.15,8,4,1,1,15,0-10,1,Few times/week,3.19,2.3,0.784,0.782,0.079,0.182,0.115,4820,6750,1218
P0150,33,Male,Master,4,1,Student,2,48,9,2.82,5.0,3.81,2.36,3.84,1.97,3.95,3.77,3.15,2.47,1.69,2.74,4.52,3.22,3.41,3.64,6,5,0,0,20,11-25,2,Few times/day,4.16,0.4,0.517,0.553,0.081,0.3,0.492,3593,4691,1513
P0151,35,Male,High school,1,0,Employed part-time,0,25,3,3.81,4.63,4.31,1.0,4.08,1.46,2.58,3.25,2.84,2.08,1.76,4.03,3.85,3.85,3.68,2.28,2,1,3,0,24,0-10,1,Hourly,3.38,0.4,0.547,0.553,0.064,0.317,0.39,2493,3142,1218
P0152,47,Male,High school,1,0,Unemployed,2,46,5,2.84,3.54,3.36,3.26,4.29,2.43,2.6,3.89,2.88,2.79,3.6,3.45,3.55,2.44,3.32,3.74,6,2,2,1,35,26-50,3,Hourly,2.26,4.3,0.517,0.546,0.081,0.34,0.247,4172,5249,1380
P0153,53,Male,Bachelor,3,0,Student,1,38,8,3.99,3.99,3.75,2.86,4.43,1.8,3.85,3.83,2.66,3.16,2.46,3.46,4.05,2.12,3.98,3.72,4,4,0,1,36,11-25,2,Few times/day,2.33,0.2,0.526,0.528,0.235,0.282,0.571,3411,5102,789
P0154,61,Female,Some college,2,0,Student,1,43,3,3.83,3.57,4.38,2.78,4.33,2.25,3.0,3.69,2.67,1.55,2.83,4.11,3.52,5.0,3.52,3.62,2,3,1,1,40,26-50,3,Constantly,2.68,2.3,0.52,0.528,0.02,0.355,0.378,3127,3187,1070
P0155,36,Female,High school,1,0,Employed full-time,2,37,4,3.68,3.84,3.41,2.66,3.58,2.67,3.34,3.74,3.12,2.74,2.48,1.27,3.79,4.73,3.86,3.71,4,5,2,0,18,11-25,2,Few times/day,2.81,1.5,0.575,0.66,0.091,0.17,0.32,2857,4427,1217
P0156,27,Female,Some college,2,1,Unemployed,2,57,10,2.26,1.31,1.86,4.67,3.04,3.6,2.59,1.98,1.68,3.23,3.34,4.94,3.55,2.36,2.78,4.1,7,3,1,1,13,0-10,1,Few times/day,2.3,1.1,0.647,0.652,0.301,0.243,0.087,2561,3722,783
P0157,33,Male,Master,4,1,Employed full-time,2,45,7,3.76,3.59,4.35,3.38,3.74,2.71,3.31,3.36,3.74,2.02,2.1,1.22,3.53,3.77,3.89,4.1,5,5,3,1,18,100+,5,Few times/day,3.31,1.2,0.469,0.48,0.02,0.35,0.484,2347,3064,917
P0158,31,Male,Master,4,0,Employed full-time,4,28,11,2.18,2.55,3.22,2.74,2.49,2.47,2.9,3.26,3.0,1.95,2.06,4.86,3.79,4.13,4.07,4.22,2,3,3,1,16,100+,5,Constantly,2.76,5.8,0.632,0.604,0.108,0.225,0.292,2875,3635,1244
P0159,49,Male,Some college,2,0,Student,3,52,5,2.81,4.32,3.26,2.93,3.64,2.81,3.87,3.95,3.48,3.33,2.01,4.02,3.73,3.73,3.03,4.06,6,2,1,0,30,0-10,1,Few times/day,3.23,4.0,0.481,0.399,0.19,0.489,0.264,3588,4658,1183
P0160,35,Female,Bachelor,3,1,Student,3,55,7,2.4,3.68,2.3,2.94,4.72,3.17,3.35,3.35,3.53,2.87,2.6,4.07,4.7,3.03,2.58,3.46,10,3,0,1,23,51-100,4,Hourly,1.86,4.0,0.576,0.694,0.128,0.221,0.022,2494,3423,1255
P0161,33,Female,Bachelor,3,0,Self-employed,6,70,10,2.32,2.74,4.6,3.43,3.23,1.83,2.06,3.71,2.6,3.17,2.48,5.44,4.09,4.82,3.5,3.78,4,4,2,1,25,26-50,3,Constantly,1.59,1.0,0.686,0.793,0.269,0.119,0.498,4657,6916,2115
P0162,36,Male,Bachelor,3,0,Student,3,29,7,2.95,3.56,5.0,3.0,4.25,2.27,3.27,3.46,2.8,3.06,2.69,4.92,3.28,3.75,2.87,3.82,3,2,1,1,24,51-100,4,Hourly,2.4,0.2,0.593,0.635,0.208,0.261,0.227,4174,5729,1333
P0163,33,Male,Bachelor,3,0,Employed full-time,2,44,7,1.98,3.99,2.05,3.7,2.92,3.32,2.16,3.97,1.42,2.23,1.92,4.48,2.76,2.46,3.7,4.38,2,2,2,1,18,11-25,2,Once daily,3.68,10.0,0.468,0.446,0.02,0.487,0.218,3145,4219,1433
P0164,30,Female,Bachelor,3,1,Unemployed,4,53,7,2.52,3.72,3.72,2.95,3.38,2.74,3.78,3.38,2.75,2.69,2.66,3.15,4.61,2.89,3.13,3.54,4,5,1,1,22,0-10,1,Hourly,3.26,0.3,0.464,0.631,0.198,0.218,0.259,4036,5262,1347
P0165,58,Male,Some college,2,0,Student,1,56,8,3.94,5.0,4.18,1.86,3.86,1.48,3.78,3.69,2.98,2.64,2.15,3.07,3.91,2.34,3.79,4.03,2,3,0,0,40,51-100,4,Hourly,3.27,1.4,0.594,0.535,0.08,0.352,0.476,3779,3867,1355
P0166,29,Male,High school,1,0,Employed full-time,2,39,10,3.4,3.84,4.27,3.08,4.47,2.22,3.63,3.76,3.46,2.43,2.45,4.51,4.35,3.11,2.51,1.99,2,4,2,1,14,51-100,4,Few times/day,2.34,0.6,0.532,0.572,0.127,0.263,0.188,2647,2781,1067
P0167,48,Female,Bachelor,3,1,Student,6,75,12,1.25,2.72,2.33,3.95,3.64,3.04,2.74,3.18,2.44,3.67,3.11,4.04,4.49,3.09,3.21,3.74,7,5,2,1,37,26-50,3,Few times/day,3.46,1.4,0.628,0.548,0.334,0.335,0.148,4042,5921,1883
P0168,25,Female,Master,4,0,Employed full-time,7,58,9,1.92,3.76,3.97,3.09,4.41,2.01,2.87,3.46,1.78,2.33,2.21,3.86,5.0,3.8,3.23,3.61,3,7,1,0,16,51-100,4,Hourly,3.76,0.7,0.711,0.595,0.114,0.257,0.231,4016,5505,1592
P0169,46,Male,Bachelor,3,0,Student,5,45,7,2.09,3.43,3.75,3.5,3.19,3.01,3.2,2.82,3.18,2.87,4.87,3.43,3.59,3.79,3.81,2.43,3,4,1,0,31,26-50,3,Few times/day,3.53,4.5,0.598,0.62,0.167,0.26,0.284,4259,6065,1844
P0170,62,Male,Master,4,0,Employed part-time,2,50,7,4.01,4.83,3.84,2.01,4.17,2.2,3.27,4.2,3.74,2.36,2.32,3.01,3.74,3.51,2.31,2.3,5,4,1,0,40,11-25,2,Few times/day,2.03,6.9,0.631,0.654,0.02,0.249,0.323,3629,5158,1867
P0171,31,Prefer not to say,Doctorate,5,1,Employed full-time,4,57,6,5.0,4.01,5.0,1.21,5.0,1.0,4.64,3.09,4.62,2.19,1.84,1.83,4.56,3.49,3.36,3.58,5,3,0,1,18,11-25,2,Hourly,3.04,1.1,0.809,0.794,0.116,0.197,0.467,4804,6686,2022
P0172,29,Male,Some college,2,0,Employed full-time,3,33,7,3.93,3.67,4.68,1.31,4.68,1.44,4.48,3.61,3.08,1.72,2.15,4.27,4.24,4.03,3.3,3.45,5,4,0,1,13,0-10,1,Constantly,2.76,0.1,0.71,0.778,0.02,0.096,0.53,4462,6382,1559
P0173,37,Male,Bachelor,3,1,Employed full-time,2,54,8,2.83,4.63,3.25,1.77,4.55,2.67,2.84,3.23,2.85,2.55,1.7,3.28,4.2,3.02,3.63,3.79,5,4,2,0,25,51-100,4,Once daily,3.18,2.2,0.556,0.571,0.217,0.369,0.315,2685,3145,1223
P0174,26,Male,Bachelor,3,1,Student,5,60,9,1.21,3.47,3.57,4.32,3.4,2.45,2.5,2.84,1.78,3.37,2.6,3.2,2.94,1.29,3.33,1.39,6,4,0,1,15,100+,5,Few times/day,4.44,0.9,0.583,0.636,0.291,0.178,0.235,4587,6352,1634
P0175,28,Male,Doctorate,5,0,Employed part-time,0,45,9,3.08,4.04,4.83,1.76,3.88,1.31,3.34,3.56,3.94,1.25,2.23,1.32,2.4,4.89,3.06,4.35,5,3,0,1,16,26-50,3,Hourly,2.65,8.5,0.572,0.547,0.02,0.33,0.633,2712,3709,1022
P0176,69,Male,Doctorate,5,1,Employed full-time,3,53,13,3.04,4.72,4.32,2.26,3.48,1.93,2.46,3.97,2.55,3.17,2.81,3.61,3.85,2.47,2.2,3.94,6,5,1,1,40,26-50,3,Hourly,3.23,0.2,0.636,0.705,0.23,0.209,0.334,3658,5481,1628
P0177,51,Female,Bachelor,3,0,Employed full-time,2,41,8,2.7,3.36,2.68,3.92,3.03,3.22,2.05,3.24,2.1,2.52,3.36,1.86,3.71,3.76,3.1,2.68,6,3,2,1,40,26-50,3,Constantly,3.12,0.3,0.497,0.591,0.055,0.281,0.215,1635,1635,730
P0178,28,Male,Some college,2,0,Student,5,55,10,2.19,2.66,3.04,3.2,4.16,2.48,2.45,2.63,2.12,3.62,1.79,2.98,2.42,2.93,2.75,4.38,4,2,1,1,15,11-25,2,Hourly,2.48,2.4,0.597,0.594,0.34,0.285,0.213,4761,7896,1835
